sample	BLCA	CESC	ESCA	HNSC	LUSC	window_size	coverage
41813_T_F94516	9.5277164e-07	5.2556297e-06	0.15834245	0.8226239	0.01902739	200	2.0
F138888	0.00017077744	0.0013495643	0.9047193	0.062830515	0.030929849	200	2.0
F148364	3.9070008e-05	1.6061477e-07	0.00015649926	0.03562633	0.9641779	200	2.0
F148365	0.00040484933	5.4390177e-05	0.017221121	0.4433485	0.5389712	200	2.0
F148367	0.0004572383	4.367094e-07	1.3150679e-05	0.029108947	0.9704202	200	2.0
F148369	2.8139277e-06	0.0005931149	0.00044541643	0.9989575	1.0389653e-06	200	2.0
F148370	0.00043302812	0.00062444905	0.0018454726	0.994231	0.0028660102	200	2.0
F148374	0.00075729046	0.001164168	0.50691897	0.27158016	0.21957941	200	2.0
F148375	1.4540711e-06	6.754172e-10	5.345417e-06	0.013173517	0.9868198	200	2.0
F148376	0.040720873	0.09928667	0.3579307	0.37805113	0.12401066	200	2.0
F148377	9.710197e-05	5.6619636e-05	2.4095976e-05	0.9994271	0.0003952007	200	2.0
32395_T_F112331-F94490	0.005162264	0.005913803	0.0019022067	0.98054296	0.006478778	250	2.0
32655_T_F111504	0.001889978	0.004402678	0.022234255	0.9585184	0.012954637	250	2.0
33373_T_F94422	0.04388738	0.14688659	0.006577773	0.79733086	0.005317346	250	2.0
36067_T_F94494	0.0012982475	0.056030337	0.00036140822	0.94230306	6.9383555e-06	250	2.0
40168_T_F94519	0.0024479455	0.0033597331	0.42234415	0.2380566	0.33379155	250	2.0
41813_T_F94516	8.722864e-07	6.157084e-06	0.24108423	0.7402216	0.01868713	250	2.0
F138888	0.00018557256	0.0015124723	0.9053655	0.06335333	0.029583173	250	2.0
F148364	4.7357513e-05	1.4522573e-07	9.4647265e-05	0.024021443	0.9758364	250	2.0
F148365	0.000273211	3.796601e-05	0.023657497	0.3354345	0.64059675	250	2.0
F148367	0.00075444405	6.810742e-07	1.1265039e-05	0.032891143	0.96634245	250	2.0
F148369	2.9041803e-06	0.00053211156	0.00043253452	0.9990313	1.2149682e-06	250	2.0
F148370	0.00040321203	0.0006564975	0.0015203529	0.99538124	0.0020386747	250	2.0
F148374	0.0007554011	0.0011116825	0.5087924	0.25203007	0.23731047	250	2.0
F148375	1.8386299e-06	8.862043e-10	5.6725253e-06	0.013832171	0.98616034	250	2.0
F148376	0.043704595	0.1037353	0.2879623	0.44987574	0.11472215	250	2.0
F148377	0.00010191741	6.408062e-05	3.1223222e-05	0.9993691	0.00043364492	250	2.0
32395_T_F112331-F94490	0.00408272	0.003902353	0.0026237017	0.9788777	0.010513454	300	2.0
32655_T_F111504	0.0021456203	0.004607433	0.01921437	0.96034205	0.013690493	300	2.0
33373_T_F94422	0.03530099	0.09333795	0.005233386	0.8599257	0.0062019927	300	2.0
36067_T_F94494	0.001565089	0.06688397	0.0006624568	0.9308775	1.1067379e-05	300	2.0
40168_T_F94519	0.0024024856	0.003447893	0.44835016	0.22406714	0.32173234	300	2.0
41813_T_F94516	8.9984536e-07	5.8149412e-06	0.2813392	0.69585156	0.02280251	300	2.0
F138888	0.00019950028	0.0016731777	0.9071582	0.06273674	0.028232398	300	2.0
F148364	4.9556766e-05	1.6211648e-07	0.00010648049	0.026590776	0.973253	300	2.0
F148365	0.00017493553	2.0495429e-05	0.018507622	0.30392495	0.67737204	300	2.0
F148367	0.0008572574	8.975458e-07	1.3802432e-05	0.037432414	0.96169555	300	2.0
F148369	2.7923393e-06	0.00051975314	0.00061147136	0.9988644	1.5300523e-06	300	2.0
F148370	0.0004041355	0.00065724883	0.0015856359	0.9951931	0.0021599412	300	2.0
F148374	0.0009043716	0.001106403	0.4506519	0.26171887	0.2856184	300	2.0
F148375	2.1080998e-06	9.975679e-10	5.517081e-06	0.01371092	0.98628145	300	2.0
F148376	0.05068738	0.12311831	0.25123122	0.4720424	0.10292069	300	2.0
F148377	0.00013265264	7.8296944e-05	3.519406e-05	0.99922276	0.0005311267	300	2.0
32395_T_F112331-F94490	0.04821567	0.029475678	0.0028153213	0.89810973	0.021383666	0	3.0
32655_T_F111504	0.0042604688	0.0013028078	0.013709563	0.83525145	0.14547578	0	3.0
33373_T_F94422	0.08278105	0.39108256	0.0009723822	0.5244033	0.0007607248	0	3.0
36067_T_F94494	0.00013318258	0.001502928	0.00018635752	0.99815565	2.1824177e-05	0	3.0
40168_T_F94519	0.011838239	0.027956316	0.5820328	0.1549375	0.22323515	0	3.0
41813_T_F94516	1.8865056e-06	7.3768874e-06	0.0016857281	0.99750155	0.0008034796	0	3.0
F138888	2.3027114e-05	0.00029027901	0.9387776	0.04658928	0.014319865	0	3.0
F148364	1.42947265e-05	3.310126e-07	0.0023650967	0.084063396	0.91355693	0	3.0
F148365	0.00050462084	9.367346e-05	0.0018710492	0.9249644	0.072566144	0	3.0
F148367	0.0002093773	1.0030413e-07	4.1931626e-06	0.059593674	0.9401927	0	3.0
F148369	6.696957e-07	0.0002975777	0.004240913	0.9954581	2.7237509e-06	0	3.0
F148370	0.00011744987	9.738607e-05	1.7225799e-05	0.9996563	0.00011164272	0	3.0
F148374	3.6633196e-06	9.719517e-06	0.5486029	0.3479192	0.1034645	0	3.0
F148375	1.7443995e-06	4.7877263e-10	2.3184018e-06	0.009606567	0.9903893	0	3.0
F148376	0.014833262	0.020873012	0.35585445	0.39655656	0.21188276	0	3.0
F148377	0.00011831313	2.0776079e-05	1.4166615e-06	0.99966383	0.00019571681	0	3.0
32395_T_F112331-F94490	0.004948756	0.007691393	0.02084816	0.9402686	0.026243137	50	3.0
32655_T_F111504	0.0013632901	0.0031673876	0.03448847	0.9451452	0.015835585	50	3.0
33373_T_F94422	0.05745697	0.41906947	0.0016032878	0.5213032	0.00056707364	50	3.0
36067_T_F94494	0.00010662801	0.003072321	0.000257749	0.9965552	7.9998545e-06	50	3.0
40168_T_F94519	0.027149718	0.040903743	0.35830703	0.28759465	0.28604487	50	3.0
41813_T_F94516	1.0641753e-06	5.4361285e-06	0.008861525	0.9890914	0.002040579	50	3.0
F138888	2.2675491e-05	0.00028296275	0.9320423	0.053554606	0.014097524	50	3.0
F148364	2.17092e-05	8.047755e-08	0.00013815278	0.023426417	0.97641355	50	3.0
F148365	0.00017313106	3.052147e-05	0.0041158213	0.86682475	0.12885587	50	3.0
F148367	0.00014803404	5.003415e-08	2.6004777e-06	0.022674978	0.97717434	50	3.0
F148369	3.3539268e-07	0.00026007107	0.0030664061	0.9966724	7.6628345e-07	50	3.0
F148370	0.00015298938	9.90414e-05	6.189376e-05	0.9991667	0.0005193361	50	3.0
F148374	1.604493e-05	3.306434e-05	0.59025645	0.26059374	0.14910069	50	3.0
F148375	1.905278e-06	1.6264713e-09	1.33670665e-05	0.011631781	0.9883531	50	3.0
F148376	0.016356308	0.0387762	0.6502846	0.13714202	0.15744092	50	3.0
F148377	7.4727905e-05	2.528597e-05	5.8298165e-06	0.99964285	0.00025131088	50	3.0
32395_T_F112331-F94490	0.001976147	0.002191307	0.0070821885	0.97084945	0.017900892	100	3.0
32655_T_F111504	0.00081932335	0.0018151948	0.017688306	0.970022	0.009655112	100	3.0
33373_T_F94422	0.06578734	0.17898338	0.0017510598	0.751183	0.002295221	100	3.0
36067_T_F94494	0.00012666096	0.0032396365	0.0005188631	0.9960989	1.602656e-05	100	3.0
40168_T_F94519	0.0147161735	0.02522921	0.43115735	0.26079258	0.26810476	100	3.0
41813_T_F94516	1.1846842e-06	4.754548e-06	0.020002563	0.9747113	0.005280165	100	3.0
F138888	1.7812188e-05	0.00026459125	0.9361713	0.05274264	0.010803624	100	3.0
F148364	1.1264846e-05	4.0541607e-08	0.00013370301	0.020944033	0.9789108	100	3.0
F148365	0.0002750507	2.3084243e-05	0.0052940687	0.5672037	0.42720416	100	3.0
F148367	0.00029342723	1.1887009e-07	3.6273975e-06	0.01969746	0.98000526	100	3.0
F148369	3.9996894e-07	0.00032829013	0.0033570996	0.9963135	7.407709e-07	100	3.0
F148370	0.0002527314	0.00013142981	0.0001947021	0.99766785	0.0017532533	100	3.0
F148374	2.969427e-05	3.191675e-05	0.40077844	0.31112775	0.2880322	100	3.0
F148375	2.0806424e-06	1.2887357e-09	7.884002e-06	0.01039877	0.9895912	100	3.0
F148376	0.010094484	0.022982474	0.65267664	0.14645621	0.16779017	100	3.0
F148377	9.854784e-05	3.013866e-05	1.0106689e-05	0.9993979	0.0004633746	100	3.0
32395_T_F112331-F94490	0.0016436866	0.002519035	0.005660731	0.98095816	0.009218414	150	3.0
32655_T_F111504	0.0011563984	0.0020135285	0.020450372	0.961383	0.014996705	150	3.0
33373_T_F94422	0.055800274	0.14053394	0.002577726	0.7976381	0.0034499185	150	3.0
36067_T_F94494	0.00019002992	0.004803935	0.0005181287	0.99447143	1.654013e-05	150	3.0
40168_T_F94519	0.011821848	0.020623779	0.47743374	0.22100158	0.26911902	150	3.0
41813_T_F94516	1.6006751e-06	6.3787243e-06	0.030653818	0.96146786	0.007870337	150	3.0
F138888	2.0885685e-05	0.00032212638	0.9362405	0.053119753	0.010296809	150	3.0
F148364	1.2433562e-05	4.6016464e-08	0.00013737357	0.02088169	0.9789684	150	3.0
F148365	0.000218542	1.947865e-05	0.0058360742	0.5618469	0.43207896	150	3.0
F148367	0.00030566935	1.4748795e-07	4.813952e-06	0.021831404	0.97785807	150	3.0
F148369	5.357041e-07	0.00035589526	0.0038526563	0.9957898	1.1233878e-06	150	3.0
F148370	0.00031920086	0.00020379332	0.0002866922	0.9973363	0.001853985	150	3.0
F148374	6.221221e-05	8.629151e-05	0.46498027	0.308987	0.2258842	150	3.0
F148375	2.9106097e-06	1.6215569e-09	6.558854e-06	0.010123436	0.989867	150	3.0
F148376	0.010381451	0.020607665	0.63162297	0.1355176	0.20187032	150	3.0
F148377	0.00011669208	3.2690587e-05	1.0369829e-05	0.9992823	0.0005580737	150	3.0
32395_T_F112331-F94490	0.0024561752	0.004713067	0.00663608	0.97831136	0.007883313	200	3.0
32655_T_F111504	0.0010565444	0.0015149853	0.019156478	0.95942205	0.018849913	200	3.0
33373_T_F94422	0.06226272	0.148876	0.0028793667	0.781982	0.003999874	200	3.0
36067_T_F94494	0.00029300468	0.005878012	0.00041923032	0.9933896	2.0231573e-05	200	3.0
40168_T_F94519	0.00822767	0.01624461	0.5156002	0.21682647	0.24310105	200	3.0
41813_T_F94516	9.6913e-07	3.759991e-06	0.030339146	0.9619489	0.0077072354	200	3.0
F138888	2.3885163e-05	0.0003761258	0.9341286	0.055401076	0.01007044	200	3.0
F148364	1.1348085e-05	4.3690097e-08	0.00014740735	0.022451187	0.9773901	200	3.0
F148365	0.00021548713	2.0564199e-05	0.0061700605	0.58340657	0.41018727	200	3.0
F148367	0.00033651106	1.6589199e-07	4.8927054e-06	0.023698796	0.9759597	200	3.0
F148369	4.9814e-07	0.00029412934	0.0031755671	0.9965287	1.1268492e-06	200	3.0
F148370	0.00042245537	0.00022386432	0.00026165007	0.9968636	0.002228468	200	3.0
F148374	6.6970155e-05	6.4445856e-05	0.36572316	0.31012583	0.32401955	200	3.0
F148375	3.3779775e-06	1.556036e-09	4.8157253e-06	0.01055968	0.9894321	200	3.0
F148376	0.010924482	0.022086052	0.6357104	0.12955087	0.2017281	200	3.0
F148377	0.0001253692	3.951152e-05	1.4655237e-05	0.99920267	0.00061772915	200	3.0
32395_T_F112331-F94490	0.0021066256	0.004328626	0.0070049353	0.9788771	0.0076826857	250	3.0
32655_T_F111504	0.0010289325	0.0014643896	0.018129991	0.9597829	0.019593747	250	3.0
33373_T_F94422	0.06387585	0.13604799	0.0026579916	0.7929359	0.0044821477	250	3.0
36067_T_F94494	0.00056181994	0.010291894	0.00037814718	0.9887461	2.2086935e-05	250	3.0
40168_T_F94519	0.008235333	0.018260153	0.5144249	0.24402626	0.21505335	250	3.0
41813_T_F94516	9.971814e-07	4.47385e-06	0.04696911	0.9440558	0.008969572	250	3.0
F138888	2.6150281e-05	0.00043106198	0.93287295	0.057189852	0.009479969	250	3.0
F148364	1.4359803e-05	6.1127075e-08	0.00017248855	0.02422335	0.9755898	250	3.0
F148365	0.00015640829	1.643483e-05	0.010540575	0.45114568	0.5381409	250	3.0
F148367	0.00041487842	1.7984786e-07	3.953025e-06	0.023440648	0.9761404	250	3.0
F148369	4.9216766e-07	0.0002347757	0.003169641	0.99659365	1.467728e-06	250	3.0
F148370	0.0005188215	0.00022471364	0.00028598102	0.99583805	0.0031324422	250	3.0
F148374	8.2937804e-05	6.638006e-05	0.31708133	0.30417535	0.3785939	250	3.0
F148375	5.0353174e-06	2.440864e-09	5.2111586e-06	0.01125948	0.98873025	250	3.0
F148376	0.011237195	0.022208642	0.61080104	0.14847527	0.20727785	250	3.0
F148377	0.00013289353	4.386286e-05	1.6313816e-05	0.999169	0.00063796836	250	3.0
32395_T_F112331-F94490	0.0013998107	0.002173059	0.008179961	0.97581214	0.01243505	300	3.0
32655_T_F111504	0.001093075	0.0013426268	0.016434025	0.9572426	0.023887683	300	3.0
33373_T_F94422	0.0702316	0.12577827	0.0023164067	0.79638755	0.005286194	300	3.0
36067_T_F94494	0.00067771564	0.010418447	0.0003852332	0.9884898	2.8845752e-05	300	3.0
40168_T_F94519	0.008883285	0.019117475	0.50182194	0.25326997	0.21690737	300	3.0
41813_T_F94516	1.0903866e-06	4.665973e-06	0.059652448	0.9290345	0.011307367	300	3.0
F138888	2.5506599e-05	0.00044237846	0.9379092	0.052997705	0.008625308	300	3.0
F148364	1.3984908e-05	6.252816e-08	0.00018699488	0.023869617	0.9759294	300	3.0
F148365	0.00018215692	1.793153e-05	0.010177629	0.40802655	0.58159584	300	3.0
F148367	0.0004644902	2.120757e-07	4.2952997e-06	0.023696976	0.975834	300	3.0
F148369	5.286242e-07	0.00022602487	0.0033838693	0.99638784	1.748825e-06	300	3.0
F148370	0.00049827824	0.00022027262	0.00028559953	0.99590576	0.003090063	300	3.0
F148374	8.709942e-05	6.537925e-05	0.30465335	0.2908964	0.40429777	300	3.0
F148375	7.007256e-06	3.2223413e-09	4.7637955e-06	0.011261499	0.98872685	300	3.0
F148376	0.012963534	0.02736101	0.61190903	0.15397358	0.1937928	300	3.0
F148377	0.00015372627	4.9844777e-05	2.0091651e-05	0.9990061	0.0007701891	300	3.0
32395_T_F112331-F94490	0.005861341	0.0073620193	0.0032209181	0.9730849	0.010470866	0	5.0
32655_T_F111504	0.00035161065	0.0005671189	0.002238604	0.9934475	0.0033951493	0	5.0
33373_T_F94422	0.07882117	0.5333498	0.0017952125	0.38535312	0.0006806866	0	5.0
36067_T_F94494	7.950133e-05	0.0014474128	2.3902976e-05	0.99844724	1.9200418e-06	0	5.0
40168_T_F94519	0.011712473	0.033149622	0.5592296	0.22512902	0.17077926	0	5.0
41813_T_F94516	1.479035e-06	1.9179274e-06	0.0008302619	0.9971071	0.002059284	0	5.0
F138888	1.7679153e-05	0.00022119551	0.9354975	0.04965942	0.014604162	0	5.0
F148364	1.2152747e-05	1.791434e-07	0.00117678	0.092024386	0.90678656	0	5.0
F148365	7.168521e-05	9.146768e-06	0.0024868585	0.8708092	0.12662308	0	5.0
F148367	0.00017693524	4.942246e-08	1.9731965e-06	0.015827805	0.98399323	0	5.0
F148369	1.8147083e-06	0.0011621357	0.0128419995	0.98599094	3.1340012e-06	0	5.0
F148370	0.00017199725	0.00015742317	2.9755967e-05	0.99948764	0.00015321611	0	5.0
F148374	5.4302677e-06	1.7849281e-05	0.3159469	0.6362231	0.04780678	0	5.0
F148375	6.235516e-07	1.394196e-10	1.7194891e-06	0.008023853	0.99197376	0	5.0
F148376	0.0030720907	0.028675357	0.8392344	0.10774093	0.021277266	0	5.0
F148377	1.604016e-05	1.5180668e-05	2.4946097e-05	0.9997271	0.00021678476	0	5.0
32395_T_F112331-F94490	0.0034231532	0.0035899288	0.018234259	0.9304341	0.044318486	50	5.0
32655_T_F111504	0.0003853506	0.0018633361	0.007959116	0.9879837	0.001808528	50	5.0
33373_T_F94422	0.055874255	0.37553945	0.0043878374	0.56294227	0.0012562143	50	5.0
36067_T_F94494	7.050068e-05	0.0026314026	9.962548e-05	0.99719596	2.4515896e-06	50	5.0
40168_T_F94519	0.011342313	0.02658964	0.5450557	0.1929455	0.2240668	50	5.0
41813_T_F94516	8.5751446e-07	1.1368306e-06	0.004413272	0.9880453	0.007539378	50	5.0
F138888	2.5307134e-05	0.00026310628	0.9299297	0.049688123	0.020093827	50	5.0
F148364	2.0008292e-05	1.03791244e-07	0.00022969885	0.02768928	0.972061	50	5.0
F148365	0.000115735435	1.639206e-05	0.003426328	0.85462254	0.141819	50	5.0
F148367	0.000108846354	3.417037e-08	2.3806151e-06	0.017689098	0.98219967	50	5.0
F148369	1.6418061e-06	0.0017517267	0.008941801	0.9893038	1.0629401e-06	50	5.0
F148370	0.00019875087	0.00023725627	5.742193e-05	0.9992955	0.00021099615	50	5.0
F148374	2.2107455e-05	7.0952294e-05	0.47990924	0.44890448	0.07109332	50	5.0
F148375	5.159221e-07	2.6368208e-10	6.1439264e-06	0.00991807	0.9900753	50	5.0
F148376	0.0019917735	0.016310632	0.8683645	0.08493332	0.02839973	50	5.0
F148377	4.6772588e-05	5.844628e-05	1.6952385e-05	0.9997689	0.00010890998	50	5.0
32395_T_F112331-F94490	0.0031398488	0.00223666	0.012084548	0.9309464	0.05159259	100	5.0
32655_T_F111504	0.0002612502	0.0011467128	0.005164752	0.9920642	0.0013631362	100	5.0
33373_T_F94422	0.035428774	0.20357296	0.005929794	0.7532783	0.0017901656	100	5.0
36067_T_F94494	6.5216016e-05	0.0020538988	0.00012298395	0.99775416	3.824892e-06	100	5.0
40168_T_F94519	0.013618946	0.025481004	0.45766068	0.24481696	0.25842237	100	5.0
41813_T_F94516	7.715593e-07	9.910656e-07	0.006100395	0.9836834	0.010214545	100	5.0
F138888	2.884307e-05	0.00030960876	0.92895216	0.051542852	0.01916653	100	5.0
F148364	1.168462e-05	7.24322e-08	0.00030269372	0.023016637	0.976669	100	5.0
F148365	0.00016635652	1.26495515e-05	0.0058045033	0.52256876	0.47144774	100	5.0
F148367	0.00019659597	6.662646e-08	2.7113765e-06	0.017003939	0.98279667	100	5.0
F148369	2.545813e-06	0.002505699	0.009445116	0.9880454	1.2600165e-06	100	5.0
F148370	0.00039313952	0.0003770172	0.00025742943	0.9980124	0.0009599123	100	5.0
F148374	2.3873568e-05	4.537014e-05	0.49528697	0.3631042	0.14153956	100	5.0
F148375	5.067118e-07	2.2741514e-10	4.9300256e-06	0.009234041	0.99076056	100	5.0
F148376	0.002917818	0.020552475	0.81747645	0.12322013	0.035833076	100	5.0
F148377	8.638865e-05	7.3024916e-05	2.3294624e-05	0.9995679	0.00024934718	100	5.0
32395_T_F112331-F94490	0.0024283177	0.0020881526	0.016205074	0.9285733	0.050705127	150	5.0
32655_T_F111504	0.00035303432	0.0011727691	0.005149806	0.9913078	0.0020166354	150	5.0
33373_T_F94422	0.03167617	0.17078035	0.0059049837	0.78966224	0.0019763284	150	5.0
36067_T_F94494	0.00010643417	0.003134903	0.00014066123	0.9966132	4.740092e-06	150	5.0
40168_T_F94519	0.011287334	0.021106264	0.50751203	0.19616972	0.26392457	150	5.0
41813_T_F94516	9.374993e-07	1.319139e-06	0.010611065	0.9751065	0.01428028	150	5.0
F138888	2.9352621e-05	0.00033289756	0.9307779	0.05134962	0.01751022	150	5.0
F148364	1.3189717e-05	7.828545e-08	0.0002770255	0.022979537	0.97673017	150	5.0
F148365	0.0001429727	8.794975e-06	0.004436801	0.4773991	0.51801234	150	5.0
F148367	0.0002044785	7.5505426e-08	3.1209802e-06	0.018484937	0.9813074	150	5.0
F148369	3.5503222e-06	0.0035797413	0.009696874	0.9867186	1.2476513e-06	150	5.0
F148370	0.00062795513	0.00069374614	0.00032157445	0.9973767	0.0009800001	150	5.0
F148374	3.0129964e-05	6.516743e-05	0.54344535	0.32754484	0.12891458	150	5.0
F148375	6.083988e-07	2.7752958e-10	4.999074e-06	0.009286513	0.9907079	150	5.0
F148376	0.002874452	0.016816685	0.8227275	0.11116529	0.04641604	150	5.0
F148377	0.000121083904	7.776118e-05	2.0320997e-05	0.999445	0.00033581277	150	5.0
32395_T_F112331-F94490	0.0026649032	0.0022192316	0.012585326	0.9376694	0.044861168	200	5.0
32655_T_F111504	0.00037869398	0.0011278264	0.005858093	0.98996943	0.0026659053	200	5.0
33373_T_F94422	0.034733947	0.17197269	0.0061128945	0.7848738	0.002306673	200	5.0
36067_T_F94494	0.0001358476	0.0033430383	0.00013845814	0.99637645	6.240193e-06	200	5.0
40168_T_F94519	0.008659824	0.019385444	0.55816823	0.18879202	0.22499445	200	5.0
41813_T_F94516	9.408062e-07	1.280214e-06	0.010159405	0.9758872	0.013951182	200	5.0
F138888	3.449979e-05	0.00040295834	0.9305816	0.052256335	0.016724635	200	5.0
F148364	1.1497621e-05	6.323044e-08	0.00024758186	0.024770219	0.9749706	200	5.0
F148365	0.00015284799	8.735387e-06	0.004105345	0.46026117	0.5354719	200	5.0
F148367	0.00022981431	8.827663e-08	3.2640435e-06	0.019780131	0.9799867	200	5.0
F148369	3.120751e-06	0.0027080623	0.008437263	0.9888502	1.3755151e-06	200	5.0
F148370	0.0008364407	0.00091045105	0.00030555055	0.99697745	0.000970031	200	5.0
F148374	4.149691e-05	7.232023e-05	0.4439894	0.39946052	0.15643622	200	5.0
F148375	6.497325e-07	3.190951e-10	5.612512e-06	0.010062988	0.9899306	200	5.0
F148376	0.0034089875	0.021192718	0.7974126	0.1328949	0.045090735	200	5.0
F148377	0.00013716698	8.38385e-05	2.219483e-05	0.99937016	0.00038667	200	5.0
32395_T_F112331-F94490	0.0026920638	0.0020266052	0.014663891	0.92077404	0.059843432	250	5.0
32655_T_F111504	0.00041028965	0.0011204368	0.0060948706	0.9890287	0.0033457512	250	5.0
33373_T_F94422	0.047127213	0.16119294	0.006997476	0.78004366	0.0046387073	250	5.0
36067_T_F94494	0.00018820252	0.004395934	0.00013060488	0.9952786	6.6003863e-06	250	5.0
40168_T_F94519	0.009709383	0.02340377	0.51014286	0.25266322	0.20408067	250	5.0
41813_T_F94516	1.0663606e-06	1.5951946e-06	0.013270496	0.97138625	0.015340605	250	5.0
F138888	3.9728468e-05	0.00046680044	0.93068784	0.052206933	0.01659872	250	5.0
F148364	1.4643889e-05	8.598565e-08	0.00027256057	0.026214993	0.9734977	250	5.0
F148365	0.00015379452	1.157756e-05	0.006298372	0.46292034	0.530616	250	5.0
F148367	0.0002901087	9.7196526e-08	2.6077569e-06	0.019341577	0.9803657	250	5.0
F148369	3.4253742e-06	0.0022765857	0.009050345	0.98866755	2.1093178e-06	250	5.0
F148370	0.0011022441	0.0010593589	0.00028500313	0.9964587	0.0010947335	250	5.0
F148374	5.0521638e-05	8.220611e-05	0.40158615	0.43072245	0.1675587	250	5.0
F148375	9.702335e-07	5.7112376e-10	7.4486247e-06	0.010820109	0.98917156	250	5.0
F148376	0.0032553708	0.01935917	0.7792118	0.15028462	0.04788904	250	5.0
F148377	0.00014925704	9.665549e-05	2.5837886e-05	0.9993217	0.0004066072	250	5.0
32395_T_F112331-F94490	0.002223058	0.0014440372	0.014106345	0.91115385	0.07107265	300	5.0
32655_T_F111504	0.0004776136	0.0010996957	0.00673892	0.9868144	0.0048693917	300	5.0
33373_T_F94422	0.051387325	0.15312466	0.0073448853	0.78207344	0.0060697505	300	5.0
36067_T_F94494	0.00023883613	0.004578568	0.00012564073	0.9950486	8.379471e-06	300	5.0
40168_T_F94519	0.01034753	0.023884939	0.49884087	0.2560479	0.21087879	300	5.0
41813_T_F94516	1.2632437e-06	1.8319345e-06	0.016827652	0.96409124	0.019077979	300	5.0
F138888	4.490437e-05	0.00052760757	0.93119925	0.051615786	0.016612481	300	5.0
F148364	1.5592099e-05	9.3427886e-08	0.00028121306	0.025886273	0.97381693	300	5.0
F148365	0.00015582169	1.07718115e-05	0.005872652	0.43069485	0.5632659	300	5.0
F148367	0.00029838708	1.0861587e-07	3.0209212e-06	0.01894324	0.9807553	300	5.0
F148369	3.2076578e-06	0.0019042172	0.009379879	0.9887102	2.5120735e-06	300	5.0
F148370	0.0012348535	0.0011172929	0.0003433258	0.9959372	0.0013673191	300	5.0
F148374	6.105334e-05	7.417556e-05	0.35570624	0.41271377	0.23144475	300	5.0
F148375	1.3101214e-06	8.297659e-10	8.33384e-06	0.011072747	0.9889176	300	5.0
F148376	0.0033359793	0.02007712	0.78615147	0.14324822	0.047187217	300	5.0
F148377	0.00018368264	0.00011072807	3.0342846e-05	0.9991721	0.00050312106	300	5.0
32395_T_F112331-F94490	0.0075074886	0.006595404	0.006784014	0.9516748	0.027438205	0	10.0
32655_T_F111504	0.00079331227	0.0014898123	0.0045270557	0.98841757	0.004772285	0	10.0
33373_T_F94422	0.04625823	0.6009863	0.00942943	0.34249136	0.00083469006	0	10.0
36067_T_F94494	0.00018735138	0.005234241	8.6609696e-05	0.9944883	3.521425e-06	0	10.0
40168_T_F94519	0.0039021724	0.011365721	0.6372881	0.18235633	0.16508763	0	10.0
41813_T_F94516	3.8213375e-06	5.6689764e-06	0.0027086826	0.993258	0.004023815	0	10.0
F138888	0.00011730103	0.0012016941	0.921984	0.05605447	0.020642523	0	10.0
F148364	4.4218996e-05	4.2193736e-07	0.00057766517	0.049599145	0.9497785	0	10.0
F148365	0.000114172944	1.5619773e-05	0.0008757939	0.9437338	0.05526062	0	10.0
F148367	6.077294e-05	2.4205441e-08	3.689717e-06	0.019075723	0.98085964	0	10.0
F148369	1.1929114e-06	0.0015417171	0.0037253967	0.9947313	4.5292325e-07	0	10.0
F148370	0.00059597957	0.00091927836	7.675999e-05	0.9982351	0.00017289654	0	10.0
F148374	2.473414e-06	1.1948798e-05	0.49735606	0.463989	0.038640544	0	10.0
F148375	3.1161682e-07	2.329067e-10	1.1650467e-05	0.010277866	0.98971015	0	10.0
F148376	0.00921714	0.047968548	0.7819602	0.10748781	0.053366274	0	10.0
F148377	1.44348e-05	2.6439799e-05	1.3707476e-05	0.9998976	4.7767604e-05	0	10.0
32395_T_F112331-F94490	0.0061341296	0.004401774	0.017876515	0.9000315	0.0715561	50	10.0
32655_T_F111504	0.00037340666	0.0024826897	0.014290796	0.980839	0.0020140829	50	10.0
33373_T_F94422	0.033902086	0.63598186	0.021535598	0.3077183	0.0008621319	50	10.0
36067_T_F94494	0.00019841785	0.0069969557	0.00026606678	0.99253184	6.732411e-06	50	10.0
40168_T_F94519	0.0039839265	0.008426882	0.5595942	0.16588235	0.26211268	50	10.0
41813_T_F94516	2.472893e-06	4.038545e-06	0.009601858	0.9805171	0.009874527	50	10.0
F138888	0.00022213612	0.0016999127	0.91135025	0.053371146	0.03335654	50	10.0
F148364	0.00015349769	1.2937985e-06	0.0004776952	0.030232178	0.9691353	50	10.0
F148365	0.00011853618	1.8357658e-05	0.0023573365	0.89493054	0.10257528	50	10.0
F148367	0.0001499186	5.239114e-08	2.837517e-06	0.017944416	0.98190284	50	10.0
F148369	2.1055275e-06	0.0020675547	0.0041479617	0.9937816	7.9447636e-07	50	10.0
F148370	0.00068169367	0.001552896	0.00011356367	0.9974988	0.00015309449	50	10.0
F148374	1.5651325e-05	6.1528684e-05	0.49860445	0.44435424	0.056964166	50	10.0
F148375	3.738755e-07	1.5525699e-10	4.0744603e-06	0.008131456	0.9918642	50	10.0
F148376	0.0023352855	0.018384479	0.8680591	0.080629155	0.030591937	50	10.0
F148377	4.892129e-05	4.062411e-05	7.3141136e-06	0.9998149	8.818271e-05	50	10.0
32395_T_F112331-F94490	0.012302607	0.005007754	0.010495411	0.87229156	0.099902675	100	10.0
32655_T_F111504	0.00026959064	0.0018975327	0.011649049	0.98465145	0.0015323114	100	10.0
