sample	UMAP1	UMAP2
GSM2098218	-0.8284459719705872	-2.0443106336293524
GSM2098219	0.5561286710776344	-3.603106733339041
GSM2098220	-0.1056146940919819	-1.4006813956882942
GSM2098221	0.020875115639039377	0.10780872961917765
GSM2098222	-0.2887919982826638	-2.658106410006647
GSM2098223	0.17195003537797557	-1.803662276993605
GSM2098224	-0.3646601810024108	-0.9604650507078125
GSM2098225	0.07559401015225914	-0.4805678360837669
GSM2098226	-0.3449468349569389	-1.1057422536452641
GSM2098227	0.20448817484516843	-1.0169519707754369
GSM2098228	0.07558557452345091	-0.4734690444398772
GSM2098229	-0.4254735016437665	-1.3439268797389934
GSM2098230	1.0360358984766893	-0.7169773475430866
GSM2098231	-0.15041821417645412	-1.171182185952865
GSM2098232	-0.21332240905738284	-1.095259348047406
GSM2098233	-1.6554280848468605	-1.8884203917971951
GSM2098234	-0.3421204545485547	-1.1984244613110118
GSM2098235	-0.6832517524880259	-1.482971020200423
GSM2098236	-0.03894116629290516	-0.2511993718605281
GSM2098237	0.04009942322645574	-0.36926589086126965
GSM2098238	-0.4676235827782611	-2.27050870636878
GSM2098239	4.1828581610573	0.4835087558181631
GSM2098240	0.11985505497414331	-1.2249059996206102
GSM2098241	0.1079144295431182	0.6656451536746294
GSM2098242	0.09695680197787693	-0.45058137136054305
GSM2098243	0.1941474072185244	-2.1878231212809225
GSM2098244	-0.4160901158541449	-1.107412407652382
GSM2098245	1.002255078563423	-0.9046101056986738
GSM2098246	0.008887635978721067	-0.26316569852504745
GSM2098247	-0.7117100078734004	-1.9089167007582515
GSM2098248	0.019360073055741917	-1.7179547125553851
GSM2098249	2.6878111010454555	0.4710809612320702
GSM2098250	-1.0133309318948562	-1.2702851380964075
GSM2098251	-0.43009094332749664	-1.28441257202435
GSM2098252	0.036305675017320405	-0.7816527151824639
GSM2098253	-0.07495986157018612	-1.045916370636433
GSM2098254	0.42692283122032515	-0.5853332510871508
GSM2098255	-0.02315918262822772	-1.0585849575589148
GSM2098256	0.5805389592574605	-1.1994375172730942
GSM2098257	-0.21192131258805838	-1.0159738071541107
GSM2098258	-0.5167532257133387	-2.0956504791544375
GSM2098259	0.3018738244179465	-0.5799917044180404
GSM2098260	-1.7223740328893145	1.6430846913377937
GSM2098261	0.5935119702557442	-0.9449289168273436
GSM2098262	-0.04127433031888189	-0.32747210431622237
GSM2098263	0.07322945349584797	-0.8304183127400904
GSM2098264	0.35990675026384034	-2.06607384892117
GSM2098265	-0.599634537248286	-2.150557123314302
GSM2098266	0.022725435145934336	-1.7438560557832155
GSM2098267	0.24675568427536296	-0.049860021912784935
GSM2098268	0.016927373070526497	-0.8357021777084376
GSM2098269	2.613912337583343	0.4090040343543436
GSM2098270	-0.7387109079812384	-2.271002475053903
GSM2098271	0.26106967675727555	-0.7931063850012641
GSM2098272	0.10959884310300003	-0.4173712614289494
GSM2098273	0.07495983692939698	-0.38847302200743955
GSM2098274	-0.5007752467741742	-0.8823854783358431
GSM2098275	-0.3258650964454863	-1.3280362527927485
GSM2098276	0.13325827106880206	-0.4317747514876289
GSM2098277	-1.0191601678152786	-2.0177622930255503
GSM2098278	0.6812101762087943	-3.8719317504295097
GSM2098279	2.644440524570747	0.011150829762724523
GSM2098280	-0.593936353549324	-2.2598016396740803
GSM2098281	0.19004935326819813	-0.1357918076947573
GSM2098282	0.15127798963677794	-1.3373287695361755
GSM2098283	0.29992759317566264	-1.2979334341899267
GSM2098284	0.06831160288797783	-0.7247566396716122
GSM2098285	-0.31203498880297675	-0.9268054778753266
GSM2098286	-0.41108795991538283	-1.2065501957953357
H05.8088	-3.4884291493385224	-3.9867596378925763
H05.8214	-3.560417446497652	-4.067438973472015
LB08-0804	3.9864810150082786	0.21163382563117905
LB05-0247	3.3894951971740417	-0.28613251147648155
LB08-0357	4.31192483867672	0.2516321942267933
LB08-0603	3.7449469789893395	-0.19909475684464417
H05.8546	-0.09718003304988801	-0.24958979260236025
H09.3505	0.06323688092098417	0.17392293328309705
LB05-0476	-0.18431727002575635	-0.5730854014964256
LB05-0240	0.7815894498404834	-4.147282264161693
LB09-0246	0.8596064817656407	-0.802429455355878
TCGA-LN-A49Y	3.6367098652037217	-0.19300402316227072
TCGA-V5-AASV	0.9683666547938025	-4.3492199128162925
TCGA-VR-A8EY	-1.046925587065747	-2.4133908357586384
TCGA-LN-A49L	-4.306352141114307	-2.0525963494671156
TCGA-LN-A49M	-0.3003402558996754	-1.9021041537284784
TCGA-LN-A49N	0.759141446970958	-1.196350799297803
TCGA-LN-A49X	0.296330419417528	-0.8714822754729692
TCGA-LN-A49P	1.896915807519806	-0.9514905003194242
TCGA-Z6-A8JD	0.8410128990546758	-0.37321397807113466
TCGA-IC-A6RF_normal	1.0022157290354463	-4.296907355919422
TCGA-VR-AA7B	2.079721261163711	-0.17714300297539354
TCGA-LN-A5U7	4.055098320859688	-0.381155169514299
TCGA-XP-A8T6	3.426956836121342	-0.2067379026544648
TCGA-VR-A8EP	4.063752955848598	1.2225827727160419
TCGA-LN-A49S	1.7520761466641537	-1.704174896118954
TCGA-LN-A9FR	0.9785834141624515	-1.3865840981310946
TCGA-VR-A8ET	0.33146213314205564	1.0043377367531008
TCGA-VR-A8EZ	4.273265947293045	0.25463406639978026
TCGA-VR-A8EU	1.2260964712170939	-0.9948701272765261
TCGA-LN-A4A2	4.181465204077061	0.07156665782543215
TCGA-IG-A5S3	2.665990189510697	0.35187183815547873
TCGA-LN-A49U	3.093504621473119	-0.32769175627464137
TCGA-LN-A4A4	4.430974926616314	0.10077419024889134
TCGA-IG-A51D	-0.13360012675957195	-1.6851570818716728
TCGA-LN-A49W	0.8303355038648099	-0.5014905948088807
TCGA-KH-A6WC	1.4193822594564645	-1.5006814092654137
TCGA-LN-A4A6	1.2034255593071146	-3.367893355112414
TCGA-LN-A8HZ	4.411398223840417	-0.10656274520275244
TCGA-IC-A6RF	1.0388328074261002	-4.400755819091726
TCGA-VR-AA4G	1.741148811620504	-0.5228870144121238
TCGA-LN-A7HZ	4.039284086729488	-0.1928541107338939
TCGA-L5-A88W	-1.3902413061079992	-2.196506166629564
TCGA-IG-A3YC	0.9467181434953359	-0.8298109406669452
TCGA-IG-A4P3	2.04812432088128	-0.9971439024428428
TCGA-VR-A8EO	2.703748646787438	0.3143790609045146
TCGA-XP-A8T7	-0.02203700041326076	-2.1011155932986916
TCGA-JY-A6FG	-1.420273254880829	-2.3277447524145023
TCGA-LN-A7HY	1.1248987889699942	-0.2725786888972016
TCGA-IG-A97H	3.5646371285321425	0.5712585652107965
TCGA-LN-A7HW	4.136340333158267	0.7915799846518502
TCGA-XP-A8T8	4.080746001600908	-0.2781515503075692
TCGA-VR-AA7I	-0.48451182736986864	-1.4305987553209716
TCGA-LN-A8I1	3.881103772875053	0.5390986801380556
TCGA-IG-A5B8	0.914256458524401	-0.39786021493294915
TCGA-Z6-A9VB	3.99465535884487	-0.5701538021919293
TCGA-LN-A49K	4.175086788261462	-0.3237738562867764
TCGA-L5-A43J	0.9004822586988604	-1.3314944655171495
TCGA-LN-A7HV	3.1990700653288253	1.3605329222379567
TCGA-L5-A88S	1.0132429254584925	-1.1024694364792558
TCGA-JY-A6FA	4.32473624356746	0.03854033371169008
TCGA-LN-A49O	1.2788918490621237	-0.5657079197506698
TCGA-LN-A9FQ	4.119635323632015	0.6162930902291365
TCGA-LN-A49R	4.478536799291956	0.3077227519374185
TCGA-VR-A8ER	4.086451471606003	0.5947433936112273
TCGA-LN-A4A3	0.8073165943073142	-0.644345415947921
TCGA-LN-A4A1	1.1606825818955189	-0.7536737198311844
TCGA-VR-AA7D	-1.2830282537422086	-1.6164224289790305
TCGA-L5-A43H	4.038384747636416	-0.1164251112857333
TCGA-Q9-A6FU	3.661474515060944	0.4999831321158824
TCGA-LN-A5U5	3.5730740745654823	0.06676962554801447
TCGA-L5-A8NK	1.164274450834444	-1.4734679066484682
TCGA-L7-A56G	2.639481406467331	0.35595003744051945
TCGA-S8-A6BW	3.6449822042938096	-0.11796990747582192
TCGA-IG-A3YA	2.2856919061255048	-0.3715878528966621
TCGA-IG-A3I8	2.7657323560178604	0.12598246370151045
TCGA-IG-A50L	3.923167826334076	0.5225713025565614
TCGA-IG-A3YB	1.4426913306374967	-1.1105428078903201
TCGA-LN-A7HX	1.8083214476696317	-0.8433773374903641
TCGA-LN-A9FP	2.097120492174193	-0.2741046525264538
TCGA-LN-A4A8	2.1881222453692564	-0.7721307717113348
TCGA-V5-A7RC_met	3.8970785227227935	0.5995605946090184
TCGA-JY-A93F	1.1170525791528885	-4.27203021506079
TCGA-IG-A625	3.807866109775526	0.21381062891976532
TCGA-VR-A8EX	2.6529529733314146	-0.3378188493658566
TCGA-L5-A8NQ	1.2846063482528802	-1.4755968070282295
TCGA-L5-A4OM	2.898933526278772	0.21266858217703544
TCGA-L5-A4OM_normal	1.5789857864382553	2.9077935685594434
TCGA-LN-A4MQ	4.127936445354441	0.6175912723866711
TCGA-JY-A6FE	3.4246607030546885	1.194437917819691
TCGA-VR-A8Q7	-0.4449597313081275	2.0219280433417843
TCGA-JY-A6FD	0.8658202997608643	-0.6610816239641113
TCGA-LN-A4A5	1.457457991894696	-1.0129992512683397
TCGA-Z6-A8JE	-3.6499899481582734	-3.2543812887908716
TCGA-Z6-AAPN	-0.11155066196475692	1.1053174695569536
TCGA-IG-A3Y9	1.316327278218618	-0.6000178929217573
TCGA-IG-A4QT	0.034889835512637385	0.7366367164286564
TCGA-L5-A88Z	4.304644613234625	-0.22669527745697915
TCGA-LN-A5U6	3.3376350487195796	-0.13319945223670449
TCGA-IG-A6QS	0.4095258185080588	-1.5824730211297702
TCGA-VR-A8EW	3.7600502683133636	-0.49164975602211214
TCGA-IG-A97I	2.019968833195963	-0.8876263880864815
TCGA-IG-A8O2	3.646910111022127	-0.2877896837244509
TCGA-V5-A7RC	4.175278109735099	0.36872154976752547
TCGA-IG-A3I8_normal	-1.6577800700035523	1.6130749472338937
TCGA-LN-A4MR	1.1199758614328694	-3.6510521867201198
TCGA-LN-A4A9	1.005103323795745	-0.536749129910244
TCGA-LN-A9FO	0.9959186606596561	-0.9557973192598977
TCGA-LN-A49V	2.782705826503862	0.22483200308085294
TCGA-LN-A8I0	3.742537469396722	-0.20229802932449215
TCGA-IG-A3QL	3.8747944921130757	-0.5317953217050045
TCGA-77-8130	1.2395649180237496	1.3284468818001702
TCGA-77-8145	2.419554408921935	1.3169042642078108
TCGA-85-8277	3.9663419143668106	0.2269374631684019
TCGA-85-8479	2.681828735831359	0.1254719046165803
TCGA-63-A5MB	3.90215616830877	0.7075747553587189
TCGA-63-A5MR	1.8046640644151128	0.9116712625384334
TCGA-21-5783	2.753231864284064	0.6205745554462251
TCGA-56-8504	3.312658124181036	0.24291638372656188
TCGA-22-5474_normal	1.4600221996083247	2.2615753614944385
TCGA-77-8156	3.6244501309097172	1.288057708951313
TCGA-33-A5GW	4.375396245905051	0.8771516686323279
TCGA-O2-A52Q	0.4970380018201045	1.5167706668673486
TCGA-22-4593	2.4856980712404977	0.381331701510384
TCGA-77-8150	4.752464542009347	0.7783212049924618
TCGA-77-8148	4.836743995865978	0.6945173388008615
TCGA-43-8116	1.987823528308097	0.9173542387899013
TCGA-22-5474	3.56078000712838	0.3726759606181128
TCGA-O2-A5IB	2.477053074404397	0.88817662346853965
TCGA-NC-A5HL	4.014188481696509	0.7875395941134643
TCGA-34-8456	4.448751606576319	0.5635161272846733
TCGA-33-A4WN	3.6342011400227596	1.2075866569127993
TCGA-63-A5MV	2.0773194122769407	1.555949328788273
TCGA-43-5670	2.8512775737427494	1.0186987069088516
TCGA-39-5030	2.0162064411363394	0.7802554099717983
TCGA-39-5030_normal	1.4245794146028483	2.506068666348899
TCGA-34-5928	2.8686624568084214	0.8336633751983501
TCGA-85-A4CL	3.5170692400269252	0.39860726816478287
TCGA-85-A4JB	2.5283260338875233	1.0663864337439524
TCGA-33-AASB	0.6944391229166975	1.5456042496544091
TCGA-22-4613	4.343071942775175	1.1909564148287726
TCGA-22-4613_normal	1.4172665592515004	2.8813707627012324
TCGA-18-5592	3.967516886571861	0.038741678381603806
TCGA-39-5037	4.675628841084285	0.4478734117472748
TCGA-77-8153	4.909624396748771	0.8682440858138801
TCGA-63-A5MW	2.846128184063581	0.6831306085382284
TCGA-85-6175	1.4475575934884268	2.1501148391932725
TCGA-77-7338	3.6261297260311878	0.03743667253402416
TCGA-56-8624	1.6177318159018816	2.376120608433986
TCGA-NK-A7XE	2.677044715625119	1.1293877391375573
TCGA-56-7223	4.298686900823372	0.891400698116731
TCGA-96-8170	1.783602490432484	1.722255292533415
TCGA-94-8035	2.4941522279321777	1.5940648227014798
TCGA-43-6770	4.418143860060075	1.179797230350622
TCGA-85-8052	3.9291484071882445	0.8369082258446124
TCGA-63-A5MY	3.4181636798017165	1.6462454092132655
TCGA-60-2697	0.5200242257236783	1.2680278119069213
TCGA-77-7142	3.8751007316393973	0.5879881548064333
TCGA-22-5485_normal	1.4018001153751831	2.537710841588439
TCGA-39-5024	2.344175489599719	0.9332505511521184
TCGA-60-2704	3.026502378788165	0.8341568261775071
TCGA-33-4587	2.50085384933084	1.1761116878285338
TCGA-56-8083	2.5656845887110693	1.1211825645165354
TCGA-85-6561	3.662379558140277	0.8802570533257691
TCGA-NC-A5HP	3.8034136486328487	0.33644437009328276
TCGA-39-5036_normal	1.3708300110541487	2.8411107960704673
TCGA-21-5784	1.5706486825554018	1.9210208634963193
TCGA-22-4609	1.7824901914988387	1.4929283714986208
TCGA-NC-A5HQ	3.2726889156804906	0.48525033296763953
TCGA-96-7545	3.881112685273364	0.6450758769058053
TCGA-77-8008	1.1729526702459145	1.17466914932553
TCGA-22-5491_normal	1.4870461535238269	3.0113007969699006
TCGA-22-5491	4.457800295111083	0.22422294186236014
TCGA-34-A5IX	2.396879348294676	1.0238879835164743
TCGA-98-8023	2.1662629620225333	0.821871472009173
TCGA-43-A56U	0.4958953993498483	0.7137604783395973
TCGA-33-AASI	1.995711681974763	1.547754482471769
TCGA-22-5492	2.2794282660404934	1.4191880312617142
TCGA-22-5492_normal	1.5540612480940075	2.9321786065920405
TCGA-39-5011_normal	1.4702541122542263	3.007637525440593
TCGA-34-5239	-3.2630168667819754	-3.79555219623325
TCGA-77-7141	4.344432520969957	0.9271145885518893
TCGA-18-5595	-3.5221961110405653	-3.5926690195100406
TCGA-63-A5MH	2.8587558884277247	0.37052628588699654
TCGA-60-2709	3.3766509759194068	1.0128277605381704
TCGA-39-5036	4.491083325030239	1.1688867729623764
TCGA-33-4589	-0.9301874268279892	-1.8405850830767054
TCGA-98-A53J	3.65965756411365	0.16150603433007094
TCGA-85-8353	2.9366572900539123	0.9406669105053057
TCGA-85-A4JC	1.880155262512107	1.2934046907828858
TCGA-52-7622	3.7444276518376833	1.2106391455289427
TCGA-43-6647	1.411129521689046	1.3127318091068108
TCGA-58-8388	2.4768360483964065	0.6703706793153074
TCGA-NC-A5HF	3.1334139967356216	1.4228640198299418
TCGA-58-8392	4.80635680061919	0.9048622849901812
TCGA-63-A5MS	2.7364474410730897	0.9065871945605414
TCGA-77-8140	2.268615916550411	1.6265764934488307
TCGA-39-5011	0.4895361027958136	1.3642012529857004
TCGA-63-5131	2.198013004925669	1.5099665634983013
TCGA-22-4601	4.421813009385461	1.1683635553119873
TCGA-NC-A5HO	3.5084042299000853	0.25096110542620076
TCGA-90-7766	2.5173802377983057	1.2955287737970433
TCGA-33-4589_normal	1.4659377530196112	2.968466265319997
TCGA-94-A5I4	3.891580553191243	0.10650219958432616
TCGA-77-8154	1.68182700122144	1.367583263814511
TCGA-98-A53C	0.7310682750314558	1.322451276828481
TCGA-56-8623	1.6165995681256604	2.340963909560785
TCGA-18-5595_normal	1.3241739441785154	2.58199478583931
TCGA-34-5236	3.5110975680120196	1.1715247563815554
TCGA-77-8138	1.6766285600412878	1.7575109126625632
TCGA-94-7033	1.83110669669105	1.4787662589956683
TCGA-68-A59J	3.996275396824612	0.7769810324193157
TCGA-68-7755	4.742272205665321	0.8126116103484592
TCGA-39-5029	2.8953996269441187	1.6722772013410196
TCGA-56-7222	1.5355977522385929	1.733356511512624
TCGA-77-7463	3.3939248693958417	1.5856025123770463
TCGA-22-5480_normal	1.3071469266214721	2.443075656598667
TCGA-22-5480	2.5048340564482827	0.48248058510196723
TCGA-79-5596	4.854046128714193	0.8300159247483515
TCGA-22-4605	3.6453711269425852	1.2325221584747306
TCGA-63-7023	4.3232934753229	0.586208875584589
TCGA-34-8455	1.6813578784559542	1.8929626697779782
TCGA-18-5592_normal	1.5595816219877936	3.0106873329567296
TCGA-34-5234	1.006179692793505	1.448361209985948
TCGA-39-5037_normal	1.2829195396720878	2.5490556446140737
TCGA-63-7020	1.844676147889448	1.7626735177293007
TCGA-22-5485	4.119261647518046	1.2635734349491874
TCGA-NK-A5CR	4.8497993845531076	1.0276396961715522
TCGA-56-A5DR	3.0871446408808887	1.476788990913739
TCGA-85-8481	2.082168906357956	1.6215434011852374
TCGA-94-A4VJ	2.573944311900006	0.9815112608816073
TCGA-56-8201	-0.15594327839208016	-0.16192667165045727
TCGA-39-5029_normal	1.4318741934358878	2.9782120407656407
TCGA-51-6867	4.377616810807533	1.2151029709203596
TCGA-33-4586_normal	1.4626977961757974	2.961103276326912
TCGA-33-4586	4.163580313766297	0.8769180672315554
TCGA-56-8308	4.407277293082823	0.45871569334672546
TCGA-85-7843	3.3568474323144106	-0.171510465675905
TCGA-85-8287	2.3503390283166645	1.0122256029670278
TCGA-92-8063	3.2163460690957684	1.3630026693778694
TCGA-NK-A5CX	1.5466708039273642	1.479079966309789
TCGA-77-8146	1.7199041161324502	1.813951514783243
TCGA-22-5478_normal	1.5669787606587815	2.8972532128117803
TCGA-63-A5MT	1.6138622221084118	1.6793850323682853
TCGA-22-5478	2.403029888866368	1.5802758025960753
TCGA-85-8580	3.6509263658270266	1.1084364788032564
TCGA-85-8070	4.741145873984221	1.2493182973328127
TCGA-22-4601_normal	1.5013686068911751	2.663940849731443
TCGA-85-A513	0.6065078187658909	1.5469447236065141
TCGA-77-A5FZ	0.25746495322204677	1.0140947504398143
TCGA-90-7769	4.753065153451919	0.8743310112486299
TCGA-56-8304	2.653470882312885	1.514226087958737
TCGA-NC-A5HK	3.498329821082379	1.1773500073672354
TCGA-85-6798	4.669759437691294	1.1149444336376222
TCGA-46-6025	3.615911041611335	0.7015686599697802
TCGA-O2-A52V	3.1056496966623475	1.1886075234636722
TCGA-94-8490	4.555233682304231	0.4546902161037588
TCGA-90-A4ED	1.8587931999377099	-1.6906733873889181
TCGA-77-6842	2.017718317844805	0.9729744027966957
TCGA-85-A4CN	4.058390986464776	0.5125123703656321
TCGA-56-A62T	4.415900524273894	1.0109202545625986
TCGA-85-6560	3.0135712189774693	1.5610250241302457
TCGA-6A-AB49	1.8514383791969968	1.7874097073084765
TCGA-77-A5GF	3.857575261749947	0.13862652399083963
TCGA-39-5016	4.363129191648735	0.633147116017638
TCGA-58-8393	3.088714125560345	0.6689136654856874
TCGA-O2-A52W	3.238359438258588	1.4962356370800425
TCGA-68-A59I	0.672964528401403	0.9472408507913096
TCGA-77-7140	4.900734043871966	0.9116389332035858
TCGA-77-7465	2.930621200306038	-0.004967536267213912
TCGA-58-A46L	3.4216778579340827	0.607620148430921
TCGA-98-8021	2.658956510104593	1.0731031325747384
TCGA-70-6723	3.915617412903024	0.18439231726769945
TCGA-85-7844	3.8996736562440066	0.8657407527146258
TCGA-18-4721_normal	1.426605853839758	2.954012455972265
TCGA-63-A5MI	2.22985689817601	1.6325575560030656
TCGA-77-A5G6	2.938785911690008	1.012488389407613
TCGA-92-7341	4.381107617949773	0.7770441808487946
TCGA-77-8139	1.4500102662879248	1.3592839867222701
TCGA-56-8625	3.234138360379175	0.9189471177311762
TCGA-56-8628	2.1847185643247267	1.6128542149206893
TCGA-43-8115	3.0169145816242118	1.0503990018102827
TCGA-56-A49D	2.3910456864373772	1.8560454101923498
TCGA-85-8288	2.866041193876454	-0.07390887679641023
TCGA-34-5927	2.177677818300321	1.1632249314047334
TCGA-56-7579	3.7281948418832314	1.2985551129875295
TCGA-33-4582	3.7473783429983785	1.1929817345365632
TCGA-85-7699	2.777970429720063	-0.06694580191327448
TCGA-33-4582_normal	1.5014888821894794	3.026770382257546
TCGA-O2-A52N	2.0813074330573507	-0.06649269996643403
TCGA-39-5019_normal	1.4066195398290828	2.7976937316121933
TCGA-39-5019	4.030529040009458	1.0179605768623614
TCGA-52-7811	3.105110673815566	1.50433333090072
TCGA-96-7544	1.644569736808723	1.28005589100399
TCGA-56-8629	4.49883136036116	1.1188295664280279
TCGA-85-8352	3.8434546201496027	1.3809365263951032
TCGA-37-A5EM	3.4899900435873157	1.0678804446853722
TCGA-18-4721	3.7062730796042933	0.8758276592400339
TCGA-56-7221	2.507930581844958	1.5378522332893318
TCGA-98-A53D	0.9109521877079237	1.3762539955478545
TCGA-NC-A5HR	3.7597345337057035	0.4879412306397849
TCGA-39-5016_normal	1.3346190676988778	2.759037722461673
TCGA-58-8386	1.3879168653927205	0.8999185451175985
TCGA-LA-A446	4.2212336904586305	1.1758604107581463
TCGA-34-8454	0.7746725699525614	0.6058576295514321
TCGA-85-A4QR	2.348967238226355	1.51248133290144
TCGA-96-A4JL	0.392357676845863	0.8419183774196125
TCGA-90-6837	1.4237142710859474	3.068072734160144
